,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa
308,Alijó,2022,11,4259,4838,68,0,0,13,15,11,9,7438,94,1542,23,116,9097,2460291.564
309,Alijó,2022,12,4196,4902,52,0,1,36,23,20,10,7438,95,1544,21,142,9098,2645090.591
310,Alijó,2023,1,4191,4914,41,0,3,24,16,19,8,7441,95,1548,21,111,9105,2761064.2970000003
311,Alijó,2023,2,4175,4949,24,0,0,27,22,23,12,7454,95,1554,21,108,9124,2386613.924
312,Alijó,2023,3,3948,5184,35,1,5,27,23,12,6,7457,95,1559,21,109,9132,2392577.798
313,Alijó,2023,4,4010,5122,24,0,0,26,21,5,12,7457,95,1559,21,88,9132,2063516.443
314,Alijó,2023,5,4044,5088,21,0,0,36,30,13,12,7457,95,1559,21,112,9132,2074447.1020000002
315,Alijó,2023,6,4055,5091,5,0,0,28,17,10,10,7463,95,1565,23,70,9146,2096303.436
316,Alijó,2023,7,4009,5141,0,0,0,23,23,5,12,7471,95,1562,22,63,9150,2306959.376
317,Alijó,2023,8,3920,5242,2,0,1,30,25,10,10,7476,95,1568,23,78,9162,2586166.965
318,Alijó,2023,9,3988,5173,3,0,0,21,14,6,5,7476,95,1569,21,49,9161,2607964.291
319,Alijó,2023,10,3981,5182,4,0,1,24,18,10,5,7480,95,1567,21,62,9163,2376863.04
320,Alijó,2023,11,3983,5169,2,0,0,33,23,13,13,7467,95,1568,22,84,9152,2414492.707
321,Alijó,2023,12,3953,5192,1,0,0,29,18,12,3,7456,95,1572,22,63,9145,2814544.6210000003
322,Alijó,2024,1,4108,5039,1,0,0,21,15,11,9,7456,95,1573,23,57,9147,2858022.95
323,Alijó,2024,2,3866,5264,2,0,0,26,15,14,5,7445,95,1568,22,62,9130,984785.05
325,Aljezur,2022,3,3825,2591,1,0,0,1,2,1,5,5312,121,951,32,10,6416,2175334.1169999996
326,Aljezur,2022,4,3837,2581,2,0,0,2,2,5,7,5315,121,952,30,18,6418,2010322.3879999998
327,Aljezur,2022,5,3716,2712,4,0,0,3,4,14,2,5324,121,954,29,27,6428,1960034.831
328,Aljezur,2022,6,3696,2730,1,0,0,4,3,6,1,5325,121,951,29,15,6426,1911979.551
329,Aljezur,2022,7,3616,2826,1,0,0,3,2,9,2,5335,121,957,29,17,6442,2116728.95
330,Aljezur,2022,8,3540,2907,1,0,0,5,4,6,7,5339,121,959,28,23,6447,2161730.3649999998
331,Aljezur,2022,9,3675,2769,7,1,0,10,6,10,1,5337,121,959,27,35,6444,2025511.366
332,Aljezur,2022,10,3462,2988,9,0,0,11,12,8,6,5335,123,963,29,46,6450,2052819.284
333,Aljezur,2022,11,3502,2963,56,0,0,12,11,15,10,5343,123,970,29,104,6465,2040915.8480000002
334,Aljezur,2022,12,3307,3164,118,0,0,10,10,11,12,5348,124,973,26,161,6471,2163797.187
335,Aljezur,2023,1,3356,3121,141,0,1,20,14,13,8,5354,124,975,24,197,6477,2287575.8729999997
336,Aljezur,2023,2,3236,3242,119,0,0,12,7,7,2,5354,124,975,25,147,6478,2124937.617
337,Aljezur,2023,3,3066,3410,89,0,1,17,14,11,13,5352,124,976,24,145,6476,2160167.3000000003
338,Aljezur,2023,4,2967,3509,163,0,1,14,16,10,18,5352,124,976,24,222,6476,1906627.12
339,Aljezur,2023,5,2826,3650,99,0,0,19,15,11,8,5352,124,976,24,152,6476,1904856.264
340,Aljezur,2023,6,2777,3746,20,0,0,18,13,10,15,5397,124,980,22,76,6523,1887066.826
341,Aljezur,2023,7,2470,4070,2,0,1,28,29,14,16,5412,124,983,21,90,6540,2074796.621
342,Aljezur,2023,8,2495,4051,0,0,4,16,13,6,10,5415,124,987,20,49,6546,2201470.219
343,Aljezur,2023,9,2462,4096,4,0,0,13,15,8,10,5426,124,989,19,50,6558,2015867.16
344,Aljezur,2023,10,2178,4391,2,0,0,26,20,17,8,5429,124,993,23,73,6569,2073497.252
345,Aljezur,2023,11,2069,4501,1,0,1,31,28,22,7,5430,125,994,21,90,6570,2118314.414
346,Aljezur,2023,12,1989,4593,4,0,0,13,11,17,6,5438,125,996,23,51,6582,2422086.3340000003
347,Aljezur,2024,1,1926,4660,1,0,0,33,21,12,5,5442,125,996,23,72,6586,2327757.194
348,Aljezur,2024,2,1808,4778,2,0,0,11,10,11,3,5445,125,994,22,37,6586,765025.806
350,Aljustrel,2022,3,2037,3974,1,0,0,17,13,7,6,4885,60,1036,30,44,6011,17276170.533000004
353,Aljustrel,2022,6,1888,4116,2,0,0,50,44,11,11,4879,60,1037,28,118,6004,17452434.575
354,Aljustrel,2022,7,1756,4259,1,0,0,27,27,7,6,4888,60,1037,30,68,6015,15532313.114
355,Aljustrel,2022,8,1759,4268,1,0,0,46,38,12,7,4898,60,1038,31,104,6027,16869102.304
356,Aljustrel,2022,9,1738,4296,2,0,0,31,27,12,6,4905,60,1040,29,78,6034,17220352.661000002
357,Aljustrel,2022,10,1759,4273,7,0,0,29,24,16,2,4907,60,1037,28,78,6032,16572998.369
358,Aljustrel,2022,11,2001,4034,26,0,0,33,26,14,10,4908,60,1038,29,109,6035,16902953.474
359,Aljustrel,2022,12,1729,4307,51,0,1,35,29,10,7,4909,60,1038,29,133,6036,16338633.078000002
360,Aljustrel,2023,1,1950,4092,81,0,1,51,38,18,10,4915,60,1039,28,199,6042,16892793.777
361,Aljustrel,2023,2,1738,4307,174,0,2,45,36,21,4,4920,60,1037,28,282,6045,16191126.694999998
365,Aljustrel,2023,6,1652,4406,4,0,0,42,39,19,14,4923,60,1043,32,118,6058,15177174.325000001
368,Aljustrel,2023,9,1632,4442,5,0,0,26,26,15,9,4932,60,1052,30,81,6074,17114429.043
369,Aljustrel,2023,10,1057,5011,3,0,0,44,36,18,11,4926,60,1052,30,112,6068,17187692.378
370,Aljustrel,2023,11,858,5218,1,0,0,49,45,30,9,4933,60,1052,31,134,6076,15699684.19
371,Aljustrel,2023,12,706,5373,0,0,0,32,24,28,3,4938,60,1050,31,87,6079,16219221.173999999
372,Aljustrel,2024,1,684,5388,1,0,0,42,35,29,6,4933,60,1049,30,113,6072,15468998.821
373,Aljustrel,2024,2,615,5458,1,0,0,17,17,10,1,4933,60,1049,31,46,6073,848090.179
398,Almada,2024,2,10792,105840,16,0,0,582,435,353,86,96690,531,18839,572,1472,116632,13302928.722
400,Almeida,2022,3,3646,3361,0,0,0,3,2,5,5,5735,124,1138,10,15,7007,1614780.289
401,Almeida,2022,4,3671,3338,0,0,0,10,7,12,3,5732,125,1139,13,32,7009,1469326.009
402,Almeida,2022,5,3481,3512,1,0,0,10,10,4,3,5717,125,1140,11,28,6993,1346120.728
403,Almeida,2022,6,3473,3514,1,0,0,18,18,13,7,5715,125,1135,12,57,6987,1268519.121
404,Almeida,2022,7,3291,3696,1,0,0,8,9,11,3,5714,125,1135,13,32,6987,1400752.795
405,Almeida,2022,8,3198,3790,0,0,0,21,12,15,5,5714,125,1136,13,53,6988,1443849.935
406,Almeida,2022,9,3210,3773,1,0,0,12,9,12,5,5711,125,1135,12,39,6983,1267687.937
407,Almeida,2022,10,3067,3923,4,1,0,14,13,12,5,5714,125,1138,13,49,6990,1351148.926
408,Almeida,2022,11,3160,3827,128,0,0,14,10,11,9,5711,125,1138,13,172,6987,1524128.414
409,Almeida,2022,12,3027,3965,74,0,0,13,12,15,8,5711,125,1141,15,122,6992,1769174.993
410,Almeida,2023,1,3112,3880,108,1,0,18,12,14,2,5706,125,1149,12,155,6992,1846652.452
411,Almeida,2023,2,2957,4041,164,1,1,16,15,18,3,5714,125,1148,11,218,6998,1624345.443
412,Almeida,2023,3,2607,4388,170,0,1,21,10,17,5,5713,125,1146,11,224,6995,1555083.535
413,Almeida,2023,4,2603,4392,77,0,0,15,14,10,8,5713,125,1146,11,124,6995,1310348.544
414,Almeida,2023,5,2412,4583,218,0,0,21,19,9,8,5713,125,1146,11,275,6995,1257106.192
415,Almeida,2023,6,2286,4728,24,0,0,18,16,11,8,5724,127,1152,11,77,7014,1231381.834
416,Almeida,2023,7,1915,5108,0,0,0,10,8,13,6,5730,127,1153,13,37,7023,1361520.354
417,Almeida,2023,8,1725,5301,0,0,6,17,16,18,11,5737,127,1151,11,68,7026,1460030.61
418,Almeida,2023,9,1508,5511,4,0,1,18,14,14,2,5731,127,1152,9,53,7019,1289834.841
419,Almeida,2023,10,1436,5587,11,0,0,21,15,13,9,5735,127,1152,9,69,7023,1431290.092
420,Almeida,2023,11,1167,5858,2,0,0,43,26,18,9,5738,127,1151,9,98,7025,1609941.67
421,Almeida,2023,12,921,6107,1,0,0,14,10,12,7,5737,127,1151,13,44,7028,1910821.433
422,Almeida,2024,1,866,6157,1,0,0,33,23,18,12,5738,127,1149,9,87,7023,1825426.815
423,Almeida,2024,2,770,6249,2,0,0,20,10,8,1,5732,127,1151,9,41,7019,645665.863
425,Almeirim,2022,3,5273,8593,1,0,0,47,43,21,16,10130,155,3521,60,128,13866,5955427.866
426,Almeirim,2022,4,5053,8841,3,0,0,114,105,60,38,10139,157,3538,60,320,13894,5510530.077
427,Almeirim,2022,5,4977,8950,9,0,0,140,104,66,40,10140,157,3570,60,359,13927,6430255.878
428,Almeirim,2022,6,5336,8637,1,0,0,146,133,43,49,10152,157,3601,63,372,13973,6690137.709
429,Almeirim,2022,7,4955,9031,2,0,0,131,97,47,23,10166,157,3601,62,300,13986,8125336.448
430,Almeirim,2022,8,5059,8938,6,1,0,157,120,52,44,10177,157,3598,65,380,13997,8181215.42
431,Almeirim,2022,9,5039,8930,4,0,0,112,115,61,30,10184,157,3568,60,322,13969,6621772.3040000005
432,Almeirim,2022,10,4780,9178,13,0,0,91,74,64,20,10197,157,3544,60,262,13958,5575538.928
433,Almeirim,2022,11,4763,9181,80,0,0,121,95,55,50,10199,157,3527,61,401,13944,5422611.051000001
434,Almeirim,2022,12,4597,9341,197,0,4,94,90,55,39,10209,157,3513,59,479,13938,5798420.881
435,Almeirim,2023,1,4652,9290,125,0,0,155,112,67,28,10210,157,3518,57,487,13942,6375689.527000001
436,Almeirim,2023,2,4486,9468,127,0,0,121,101,64,31,10208,157,3530,59,444,13954,5767341.324
437,Almeirim,2023,3,4274,9719,112,0,1,147,107,73,43,10226,157,3552,58,483,13993,5788738.154
438,Almeirim,2023,4,4254,9739,86,0,0,125,121,37,38,10226,157,3552,58,407,13993,5485072.113
439,Almeirim,2023,5,3936,10057,146,1,0,174,122,43,40,10226,157,3552,58,526,13993,6205531.442
440,Almeirim,2023,6,3882,10235,42,0,0,134,102,63,43,10244,157,3656,60,384,14117,6831658.44
441,Almeirim,2023,7,3840,10284,7,0,2,129,110,42,46,10243,157,3665,59,336,14124,7959675.848
442,Almeirim,2023,8,3765,10362,8,0,16,132,94,37,43,10245,157,3661,64,330,14127,8429688.973
443,Almeirim,2023,9,3587,10520,9,0,0,115,94,50,39,10250,157,3644,56,307,14107,6724539.629
444,Almeirim,2023,10,3433,10657,11,0,1,146,110,69,38,10259,157,3617,57,375,14090,5717245.782
445,Almeirim,2023,11,3271,10809,1,0,0,194,150,69,33,10259,157,3607,57,447,14080,5605526.461
446,Almeirim,2023,12,3198,10889,5,0,0,109,74,55,24,10267,157,3606,57,267,14087,6602319.984999999
447,Almeirim,2024,1,2939,11153,4,0,0,172,119,57,32,10271,158,3607,56,384,14092,6659514.859
448,Almeirim,2024,2,2726,11367,0,0,0,75,52,34,21,10272,158,3606,57,182,14093,1965858.1409999998
450,Almodôvar,2022,3,3320,2339,0,0,0,6,3,4,2,4288,175,1181,15,15,5659,1654550.03
451,Almodôvar,2022,4,3273,2383,0,0,0,12,14,6,2,4286,175,1180,15,34,5656,1511917.6779999998
452,Almodôvar,2022,5,3253,2400,0,0,0,8,6,5,0,4284,175,1179,15,19,5653,1475873.9849999999
453,Almodôvar,2022,6,3268,2391,1,0,0,16,13,8,0,4288,175,1181,15,38,5659,1432679.188
454,Almodôvar,2022,7,3208,2451,0,0,0,19,16,6,5,4290,175,1180,14,46,5659,1622265.627
455,Almodôvar,2022,8,3169,2496,1,0,0,23,13,13,5,4292,175,1185,13,55,5665,1564729.311
456,Almodôvar,2022,9,3303,2360,0,0,0,13,10,7,8,4290,176,1186,11,38,5663,1441497.686
457,Almodôvar,2022,10,3262,2397,3,0,0,13,12,2,3,4287,176,1185,11,33,5659,1486693.7519999999
458,Almodôvar,2022,11,2647,3015,30,0,0,19,17,6,4,4290,177,1184,11,76,5662,1523500.6430000002
459,Almodôvar,2022,12,2564,3099,216,0,3,26,21,19,6,4290,177,1185,11,291,5663,1704462.9810000001
460,Almodôvar,2023,1,2229,3440,74,0,2,27,21,17,10,4293,177,1188,11,151,5669,1845236.596
461,Almodôvar,2023,2,2298,3378,113,0,0,18,14,10,5,4298,177,1190,11,160,5676,1673415.966
462,Almodôvar,2023,3,2014,3662,169,0,1,10,13,19,5,4297,177,1190,12,217,5676,1582593.853
463,Almodôvar,2023,4,1962,3713,84,0,0,20,15,8,0,4296,177,1190,12,127,5675,1403035.165
464,Almodôvar,2023,5,1974,3701,47,1,0,30,22,10,8,4296,177,1190,12,118,5675,1436963.786
465,Almodôvar,2023,6,1900,3793,27,0,0,31,27,10,7,4312,177,1190,14,102,5693,1472213.634
466,Almodôvar,2023,7,1761,3937,0,0,0,30,33,10,11,4310,177,1196,15,84,5698,1644269.929
467,Almodôvar,2023,8,1645,4057,0,0,3,34,26,15,10,4312,177,1200,13,88,5702,1689900.913
468,Almodôvar,2023,9,1225,4480,1,0,1,18,15,14,10,4313,177,1201,14,59,5705,1494382.841
469,Almodôvar,2023,10,1204,4499,3,0,1,31,24,19,13,4312,177,1201,13,91,5703,1537914.861
470,Almodôvar,2023,11,1095,4613,0,0,0,37,37,16,10,4316,177,1202,13,100,5708,1591791.761
471,Almodôvar,2023,12,1061,4650,0,0,0,22,14,23,2,4317,177,1203,14,61,5711,1880313.6949999998
472,Almodôvar,2024,1,1067,4650,0,0,0,24,21,8,12,4326,177,1202,12,65,5717,1872016.587
473,Almodôvar,2024,2,1001,4717,0,0,0,12,10,8,3,4328,177,1201,12,33,5718,582079.0249999999
475,Alpiarça,2022,3,488,3999,1,0,0,20,18,8,17,3257,59,1148,23,64,4487,2450841.923
476,Alpiarça,2022,4,506,3991,2,0,0,48,49,24,22,3255,59,1160,23,145,4497,2550528.136
477,Alpiarça,2022,5,492,4051,3,0,0,51,41,35,29,3256,59,1204,24,159,4543,3963918.505
478,Alpiarça,2022,6,539,4038,1,0,0,59,46,21,30,3256,59,1236,26,157,4577,4115927.5429999996
479,Alpiarça,2022,7,440,4142,4,0,0,51,47,8,12,3259,59,1240,24,122,4582,4983681.027
480,Alpiarça,2022,8,451,4130,2,0,0,63,57,14,33,3261,59,1237,24,169,4581,4870442.478
481,Alpiarça,2022,9,409,4130,3,0,0,44,40,28,15,3261,59,1195,24,130,4539,4187556.624
482,Alpiarça,2022,10,425,4095,7,0,0,42,41,39,21,3268,59,1169,24,150,4520,3166970.337
483,Alpiarça,2022,11,419,4091,23,0,0,48,35,23,13,3273,59,1156,22,142,4510,3262107.6780000003
484,Alpiarça,2022,12,400,4106,53,0,0,47,49,17,15,3277,59,1148,22,181,4506,3467857.856
485,Alpiarça,2023,1,397,4112,52,0,1,51,48,30,17,3281,59,1147,22,199,4509,3276046.75
486,Alpiarça,2023,2,421,4089,42,0,0,48,31,18,17,3279,59,1150,22,156,4510,2403189.373
487,Alpiarça,2023,3,403,4118,24,0,3,47,43,16,27,3287,59,1153,22,160,4521,2511015.438
488,Alpiarça,2023,4,370,4151,14,1,0,47,37,18,28,3287,59,1153,22,145,4521,2644266.131
489,Alpiarça,2023,5,346,4175,25,0,0,54,44,14,14,3287,59,1153,22,151,4521,3736722.182
490,Alpiarça,2023,6,412,4218,4,0,0,49,39,13,21,3309,59,1240,22,126,4630,4032968.126
491,Alpiarça,2023,7,383,4255,1,0,0,43,40,9,26,3312,59,1244,23,119,4638,4670871.742
492,Alpiarça,2023,8,369,4268,2,0,7,39,31,11,7,3314,59,1241,23,97,4637,4721597.552
493,Alpiarça,2023,9,342,4270,7,1,0,26,25,35,18,3316,58,1215,23,112,4612,3886576.955
494,Alpiarça,2023,10,348,4254,5,0,0,51,28,24,14,3324,58,1198,22,122,4602,3272707.336
495,Alpiarça,2023,11,303,4293,2,0,0,84,78,22,12,3322,58,1194,22,198,4596,3412264.132
496,Alpiarça,2023,12,300,4283,1,0,0,48,37,27,4,3317,58,1187,21,117,4583,3407832.025
497,Alpiarça,2024,1,316,4270,1,0,0,66,48,25,11,3319,58,1188,21,151,4586,3408210.44
498,Alpiarça,2024,2,318,4270,3,0,0,31,26,8,4,3321,57,1189,21,72,4588,774700.5599999999
500,Alter do Chão,2022,3,533,2349,0,0,0,11,9,4,3,2326,26,519,11,27,2882,1053655.0289999999
501,Alter do Chão,2022,4,510,2367,2,0,0,23,18,6,10,2322,26,518,11,59,2877,942204.8829999999
502,Alter do Chão,2022,5,474,2400,0,0,0,28,21,8,7,2319,26,518,11,64,2874,919322.842
503,Alter do Chão,2022,6,463,2416,0,0,0,30,29,7,10,2321,26,520,12,76,2879,928818.711
504,Alter do Chão,2022,7,401,2475,3,0,0,31,20,8,2,2316,26,520,14,64,2876,1117533.158
505,Alter do Chão,2022,8,389,2489,1,0,0,33,23,11,10,2320,26,519,13,78,2878,1043757.3940000001
506,Alter do Chão,2022,9,389,2490,0,1,0,24,21,14,10,2323,26,517,13,70,2879,865007.924
507,Alter do Chão,2022,10,382,2497,5,0,0,21,19,10,6,2325,26,515,13,61,2879,841946.048
508,Alter do Chão,2022,11,388,2497,27,0,0,25,21,12,6,2331,26,515,13,91,2885,913669.284
509,Alter do Chão,2022,12,338,2552,50,0,0,26,23,6,6,2334,26,517,13,111,2890,1095992.192
510,Alter do Chão,2023,1,288,2600,27,0,3,26,23,9,16,2332,26,517,13,104,2888,1106859.2480000001
511,Alter do Chão,2023,2,293,2597,36,0,0,22,19,12,6,2334,26,518,12,95,2890,1010497.571
512,Alter do Chão,2023,3,221,2674,42,0,0,29,24,9,3,2337,26,520,12,107,2895,979706.933
513,Alter do Chão,2023,4,216,2679,14,0,0,30,32,12,5,2337,26,520,12,93,2895,857997.45
514,Alter do Chão,2023,5,231,2664,11,0,0,33,21,8,11,2337,26,520,12,84,2895,835475.452
515,Alter do Chão,2023,6,219,2673,3,0,0,29,23,4,7,2335,26,521,10,66,2892,869485.346
516,Alter do Chão,2023,7,258,2637,0,0,0,32,27,7,7,2335,26,521,13,73,2895,1002694.666
517,Alter do Chão,2023,8,213,2689,0,0,5,30,27,17,7,2341,26,524,11,86,2902,1011231.861
518,Alter do Chão,2023,9,268,2635,1,0,0,24,20,12,4,2340,26,526,11,61,2903,847954.007
519,Alter do Chão,2023,10,253,2653,2,0,0,23,26,11,12,2344,26,525,11,74,2906,865272.682
520,Alter do Chão,2023,11,275,2634,1,0,0,31,26,6,3,2347,26,525,11,67,2909,936627.828
521,Alter do Chão,2023,12,195,2711,0,0,0,23,16,14,7,2344,26,525,11,60,2906,1133796.956
522,Alter do Chão,2024,1,203,2702,0,0,0,32,25,13,5,2344,26,524,11,75,2905,1089294.549
523,Alter do Chão,2024,2,193,2705,0,0,0,7,8,7,0,2338,26,523,11,22,2898,310974.451
525,Alvaiázere,2022,3,1785,4140,1,0,0,6,3,12,10,4639,122,1146,18,32,5925,1387848.101
526,Alvaiázere,2022,4,1662,4261,0,0,0,26,28,9,30,4638,122,1145,18,93,5923,1268680.173
527,Alvaiázere,2022,5,1623,4286,0,0,0,41,26,16,17,4629,122,1140,18,100,5909,1279889.5
528,Alvaiázere,2022,6,1807,4103,0,0,0,28,32,8,21,4631,122,1140,17,89,5910,1257431.165
529,Alvaiázere,2022,7,1520,4382,1,0,0,28,23,17,11,4625,122,1136,19,80,5902,1456651.184
530,Alvaiázere,2022,8,1422,4487,5,0,0,36,34,18,30,4627,123,1140,19,123,5909,1382356.046
531,Alvaiázere,2022,9,1424,4490,0,0,0,22,19,20,14,4629,123,1139,23,75,5914,1280079.618
532,Alvaiázere,2022,10,1261,4642,7,0,0,19,15,20,10,4628,123,1132,20,71,5903,1328757.178
533,Alvaiázere,2022,11,1002,4893,98,0,0,32,20,22,10,4618,123,1135,19,182,5895,1397132.9340000001
534,Alvaiázere,2022,12,864,5036,220,0,0,31,25,23,18,4618,123,1137,22,317,5900,1575982.04
535,Alvaiázere,2023,1,799,5093,96,1,6,40,32,27,28,4613,123,1137,19,230,5892,1627775.513
536,Alvaiázere,2023,2,758,5136,66,0,0,29,28,21,13,4618,122,1136,18,157,5894,1401039.255
537,Alvaiázere,2023,3,489,5405,108,0,1,34,31,19,12,4617,122,1137,18,205,5894,1400866.514
538,Alvaiázere,2023,4,460,5434,63,0,0,32,32,8,16,4617,122,1137,18,151,5894,1229773.988
539,Alvaiázere,2023,5,430,5464,54,0,0,41,30,19,17,4617,122,1137,18,161,5894,1254297.9949999999
540,Alvaiázere,2023,6,414,5483,9,0,0,35,39,15,19,4627,122,1135,13,117,5897,1253025.735
541,Alvaiázere,2023,7,396,5506,7,0,0,38,25,8,7,4627,122,1137,16,85,5902,1359056.457
542,Alvaiázere,2023,8,387,5517,3,0,2,21,25,18,17,4630,122,1138,14,86,5904,1396884.087
543,Alvaiázere,2023,9,408,5497,7,0,0,26,18,11,11,4630,122,1138,15,73,5905,1291620.584
544,Alvaiázere,2023,10,358,5554,5,0,0,37,27,11,16,4637,122,1138,15,96,5912,1397164.844
545,Alvaiázere,2023,11,640,5272,1,0,0,48,35,22,5,4638,122,1138,14,111,5912,1474115.799
546,Alvaiázere,2023,12,376,5532,4,0,0,32,18,17,6,4637,122,1135,14,77,5908,1676559.229
547,Alvaiázere,2024,1,393,5514,1,0,0,55,36,25,14,4638,124,1134,11,131,5907,1644654.8569999998
548,Alvaiázere,2024,2,304,5605,1,0,0,19,18,8,13,4642,124,1132,11,59,5909,512752.143
550,Alvito,2022,3,270,1437,1,0,0,9,6,0,2,1298,24,381,4,18,1707,868302.7339999999
551,Alvito,2022,4,305,1407,0,0,0,14,13,4,9,1298,24,385,5,40,1712,858460.361
552,Alvito,2022,5,237,1472,1,0,0,23,18,4,5,1293,24,388,4,51,1709,957583.1
553,Alvito,2022,6,298,1411,0,0,0,21,17,2,6,1292,24,389,4,46,1709,1081289.512
554,Alvito,2022,7,230,1476,0,0,0,19,13,4,8,1290,24,388,4,44,1706,1303169.7920000001
555,Alvito,2022,8,230,1475,0,0,0,25,23,5,6,1289,24,388,4,59,1705,1223809.779
556,Alvito,2022,9,216,1492,0,0,0,18,15,5,10,1291,24,389,4,48,1708,952176.9500000001
557,Alvito,2022,10,209,1499,4,0,0,12,10,8,5,1290,24,389,5,39,1708,825906.156
558,Alvito,2022,11,201,1507,14,0,0,21,12,3,1,1292,24,389,3,51,1708,895398.7990000001
559,Alvito,2022,12,192,1517,21,0,0,18,18,3,8,1291,24,391,3,68,1709,947220.524
560,Alvito,2023,1,197,1512,16,0,0,17,16,5,4,1293,24,390,2,58,1709,892303.685
561,Alvito,2023,2,208,1504,13,0,0,18,15,10,2,1294,24,392,2,58,1712,937385.875
562,Alvito,2023,3,193,1524,9,0,0,20,18,4,4,1296,24,395,2,55,1717,1037868.537
563,Alvito,2023,4,195,1522,7,0,0,18,13,5,5,1296,24,395,2,48,1717,999668.544
564,Alvito,2023,5,196,1521,8,0,0,22,19,2,4,1296,24,395,2,55,1717,1042056.298
565,Alvito,2023,6,197,1528,2,0,0,23,19,2,6,1297,24,402,2,52,1725,1258235.061
566,Alvito,2023,7,208,1521,2,0,1,17,16,4,11,1297,24,406,2,51,1729,1530610.055
567,Alvito,2023,8,198,1535,7,0,2,19,15,6,6,1301,24,406,2,55,1733,1347904.331
568,Alvito,2023,9,196,1541,1,0,0,17,17,3,3,1303,24,408,2,41,1737,1218079.44
569,Alvito,2023,10,195,1544,1,0,0,26,28,10,8,1303,24,410,2,73,1739,1080332.582
570,Alvito,2023,11,175,1563,1,0,0,29,22,8,6,1303,24,410,1,66,1738,937408.022
571,Alvito,2023,12,165,1574,1,0,0,14,16,5,7,1304,24,410,1,43,1739,953758.57
572,Alvito,2024,1,170,1570,0,0,0,18,12,9,4,1304,24,411,1,43,1740,970944.978
573,Alvito,2024,2,121,1617,1,0,0,6,9,4,2,1303,24,410,1,22,1738,231023.022
598,Amadora,2024,2,3698,95272,2,0,0,656,433,282,102,81435,256,16945,334,1475,98970,10865040.185
600,Amarante,2022,3,17216,14238,5,2,0,41,27,24,16,25806,370,5052,226,115,31454,10662940.638
601,Amarante,2022,4,16978,14499,14,0,0,90,81,39,40,25823,370,5055,229,264,31477,9454755.906
602,Amarante,2022,5,16690,14812,14,0,0,115,81,49,40,25813,372,5048,269,299,31502,9581352.5
603,Amarante,2022,6,16917,14584,12,0,0,108,94,41,36,25829,373,5065,234,291,31501,9406177.315
604,Amarante,2022,7,16462,15080,14,0,0,92,83,55,28,25858,373,5082,229,272,31542,10574988.438
605,Amarante,2022,8,16388,15181,6,0,0,129,102,53,39,25892,373,5077,227,329,31569,10338115.279
606,Amarante,2022,9,16288,15290,7,1,0,100,96,40,29,25898,374,5080,226,273,31578,9922542.263
607,Amarante,2022,10,16204,15407,24,0,0,87,74,72,21,25928,375,5087,221,278,31611,10812254.321
608,Amarante,2022,11,16128,15486,109,0,0,78,67,51,41,25921,375,5082,236,346,31614,10870544.685
609,Amarante,2022,12,16007,15618,140,0,7,73,68,60,32,25928,375,5086,236,380,31625,11493001.851
610,Amarante,2023,1,15997,15620,139,1,5,119,81,71,41,25931,376,5094,216,457,31617,12135108.995
611,Amarante,2023,2,15955,15691,79,1,0,115,79,60,44,25962,376,5096,212,378,31646,10474239.707
612,Amarante,2023,3,15772,15905,92,0,4,105,96,59,51,25995,376,5099,207,407,31677,10651394.426
613,Amarante,2023,4,15640,16041,85,1,0,118,105,37,55,25999,376,5099,207,401,31681,9247364.439
614,Amarante,2023,5,15587,16094,140,0,0,142,94,49,42,25999,376,5099,207,467,31681,9428603.779
615,Amarante,2023,6,15497,16300,35,0,0,137,113,54,51,26088,376,5124,209,390,31797,9479153.248
616,Amarante,2023,7,15471,16367,8,0,0,106,97,44,59,26118,376,5136,208,314,31838,10021669.147
617,Amarante,2023,8,15408,16459,1,0,16,75,70,46,34,26141,377,5141,208,242,31867,10213066.078
618,Amarante,2023,9,15308,16562,12,0,0,82,57,48,36,26147,377,5138,208,235,31870,9622747.997
619,Amarante,2023,10,14996,16912,22,0,1,106,76,47,37,26167,377,5157,207,289,31908,10389119.982
620,Amarante,2023,11,14748,17197,15,0,0,125,86,57,28,26181,377,5173,214,311,31945,10971847.591
621,Amarante,2023,12,14609,17339,9,0,0,86,66,60,18,26180,377,5178,213,239,31948,12513357.372
622,Amarante,2024,1,13585,18346,6,0,0,144,105,70,24,26176,377,5187,191,349,31931,12705880.732
623,Amarante,2024,2,11998,19922,15,0,0,75,62,33,11,26171,378,5182,189,196,31920,4378415.558
625,Amares,2022,3,5751,5436,3,0,0,11,9,7,2,9198,131,1725,133,32,11187,3910844.091
626,Amares,2022,4,5935,5258,6,2,0,27,23,25,20,9203,131,1725,134,103,11193,3556821.42
