,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa,cluster
3522,Pampilhosa da Serra,2023,8.0,1528,3830,0,0,0,12,9,11,6,4450,101,803,4,38.0,5358.0,1012106.676,1.0
3523,Pampilhosa da Serra,2023,9.0,1541,3814,0,0,0,12,6,13,6,4448,101,802,4,37.0,5355.0,899221.305,1.0
3524,Pampilhosa da Serra,2023,10.0,1308,4050,5,0,0,10,7,18,9,4451,101,802,4,49.0,5358.0,926480.058,1.0
3525,Pampilhosa da Serra,2023,11.0,1144,4210,0,0,0,14,9,18,7,4445,101,804,4,48.0,5354.0,930890.1510000001,1.0
3526,Pampilhosa da Serra,2023,12.0,935,4422,0,0,0,8,6,13,1,4446,101,804,6,28.0,5357.0,1129771.44,1.0
3527,Pampilhosa da Serra,2024,1.0,803,4548,0,0,0,20,9,11,8,4441,101,805,4,48.0,5351.0,1049923.215,1.0
3528,Pampilhosa da Serra,2024,2.0,484,4860,0,0,0,8,9,4,3,4434,101,805,4,24.0,5344.0,328523.592,1.0
3553,Paredes de Coura,2022,3.0,4920,1597,0,0,0,6,5,3,0,5514,113,843,47,14.0,6517.0,1994102.182,2.0
3554,Paredes de Coura,2022,4.0,4916,1601,1,0,0,5,4,9,1,5514,113,842,48,20.0,6517.0,1822461.376,2.0
3555,Paredes de Coura,2022,5.0,4358,2164,0,0,0,6,4,5,5,5518,113,844,47,20.0,6522.0,1883145.045,2.0
3556,Paredes de Coura,2022,6.0,4295,2234,0,0,0,9,7,9,3,5525,113,844,47,28.0,6529.0,1823904.2519999999,2.0
3557,Paredes de Coura,2022,7.0,4125,2430,0,0,0,14,11,10,0,5536,113,847,59,35.0,6555.0,2052665.44,2.0
3558,Paredes de Coura,2022,8.0,4122,2432,1,0,0,18,16,12,4,5547,113,845,49,51.0,6554.0,1961058.299,2.0
3559,Paredes de Coura,2022,9.0,3990,2563,1,0,0,14,10,6,6,5547,113,847,46,37.0,6553.0,1958990.3560000001,2.0
3560,Paredes de Coura,2022,10.0,3739,2814,4,0,0,12,13,17,6,5547,113,847,46,52.0,6553.0,2016387.062,2.0
3565,Paredes de Coura,2023,3.0,3588,2975,49,0,0,13,11,17,1,5557,113,849,44,91.0,6563.0,2142438.415,2.0
3566,Paredes de Coura,2023,4.0,3419,3145,33,0,0,14,14,9,4,5558,113,849,44,74.0,6564.0,1835885.1060000001,2.0
3567,Paredes de Coura,2023,5.0,2816,3748,46,0,0,21,15,19,4,5558,113,849,44,105.0,6564.0,1926094.371,1.0
3569,Paredes de Coura,2023,7.0,2266,4328,1,0,1,17,14,20,7,5567,113,854,60,60.0,6594.0,2030688.785,1.0
3570,Paredes de Coura,2023,8.0,2159,4430,5,0,1,13,12,35,6,5572,113,853,51,72.0,6589.0,1955798.801,1.0
3571,Paredes de Coura,2023,9.0,2139,4456,8,0,0,12,10,17,4,5578,113,853,51,51.0,6595.0,2038520.808,1.0
3572,Paredes de Coura,2023,10.0,2019,4575,20,0,0,25,15,27,7,5583,113,853,45,94.0,6594.0,2180250.511,1.0
3573,Paredes de Coura,2023,11.0,2031,4565,1,0,0,18,12,13,12,5582,113,853,48,56.0,6596.0,2348184.991,1.0
3574,Paredes de Coura,2023,12.0,2043,4556,1,0,0,14,13,39,3,5580,113,856,50,70.0,6599.0,2450101.104,1.0
3575,Paredes de Coura,2024,1.0,1868,4729,2,0,0,29,22,21,6,5581,113,858,45,80.0,6597.0,2580678.126,1.0
3576,Paredes de Coura,2024,2.0,1696,4899,0,0,0,15,8,19,2,5579,113,859,44,44.0,6595.0,628075.938,0.0
3601,Pedrógão Grande,2022,3.0,2264,1565,0,0,0,3,2,2,1,2975,66,773,15,8.0,3829.0,1124647.088,1.0
3602,Pedrógão Grande,2022,4.0,2261,1573,2,0,0,3,4,4,3,2980,66,773,15,16.0,3834.0,1033656.1919999999,1.0
3603,Pedrógão Grande,2022,5.0,2207,1617,1,0,0,3,2,3,5,2977,66,767,14,14.0,3824.0,1028955.562,1.0
3604,Pedrógão Grande,2022,6.0,2169,1649,1,0,0,8,3,4,5,2973,66,765,14,21.0,3818.0,1030434.6140000001,1.0
3605,Pedrógão Grande,2022,7.0,2156,1661,1,0,0,5,1,4,2,2972,66,765,14,13.0,3817.0,1158634.775,1.0
3606,Pedrógão Grande,2022,8.0,2132,1692,0,0,0,16,7,3,2,2979,66,765,14,28.0,3824.0,1166511.699,1.0
3607,Pedrógão Grande,2022,9.0,2241,1586,1,0,0,8,5,8,2,2982,66,764,15,24.0,3827.0,1033749.761,1.0
3608,Pedrógão Grande,2022,10.0,2038,1789,4,0,0,5,5,3,5,2985,66,762,14,22.0,3827.0,1058502.191,1.0
3609,Pedrógão Grande,2022,11.0,2072,1751,38,0,0,16,10,8,6,2985,66,760,12,78.0,3823.0,1058132.74,1.0
3610,Pedrógão Grande,2022,12.0,1990,1833,52,0,0,13,10,4,7,2985,66,758,14,86.0,3823.0,1104957.834,1.0
3611,Pedrógão Grande,2023,1.0,2105,1717,47,0,0,16,8,14,8,2985,66,759,12,93.0,3822.0,1174498.0829999999,1.0
3613,Pedrógão Grande,2023,3.0,1836,1988,27,1,0,14,10,9,2,2990,66,756,12,63.0,3824.0,1090664.814,1.0
3614,Pedrógão Grande,2023,4.0,1815,2009,57,0,0,20,15,8,3,2990,66,756,12,103.0,3824.0,971207.995,1.0
3615,Pedrógão Grande,2023,5.0,1665,2159,28,0,0,15,11,4,7,2990,66,756,12,65.0,3824.0,954954.019,1.0
3616,Pedrógão Grande,2023,6.0,1523,2309,11,0,0,20,12,9,3,2995,66,766,5,55.0,3832.0,956511.134,1.0
3617,Pedrógão Grande,2023,7.0,1339,2489,1,0,1,20,17,11,7,2994,66,764,4,57.0,3828.0,1058206.554,1.0
3618,Pedrógão Grande,2023,8.0,1178,2648,1,0,4,20,18,11,6,2992,66,763,5,60.0,3826.0,1108925.671,1.0
3619,Pedrógão Grande,2023,9.0,1114,2708,0,0,1,11,10,9,3,2991,66,761,4,34.0,3822.0,987063.819,1.0
3620,Pedrógão Grande,2023,10.0,1063,2761,2,0,0,15,15,6,6,2991,66,763,4,44.0,3824.0,1057650.117,1.0
3621,Pedrógão Grande,2023,11.0,1037,2792,3,0,0,23,17,11,4,2993,66,766,4,58.0,3829.0,1097120.4780000001,1.0
3622,Pedrógão Grande,2023,12.0,1025,2809,0,0,0,18,13,11,5,2996,66,767,5,47.0,3834.0,1211108.361,1.0
3623,Pedrógão Grande,2024,1.0,1025,2803,0,0,1,18,15,12,4,2993,66,767,2,50.0,3828.0,1294518.825,1.0
3624,Pedrógão Grande,2024,2.0,1076,2748,0,0,0,14,8,6,0,2993,66,763,2,28.0,3824.0,399900.17500000005,1.0
3625,Penacova,2022,3.0,5552,3173,1,0,0,4,5,3,0,7340,141,1213,31,13.0,8725.0,3295706.1459999997,2.0
3626,Penacova,2022,4.0,5458,3267,1,0,0,14,11,4,2,7342,141,1211,31,32.0,8725.0,2968029.938,2.0
3627,Penacova,2022,5.0,5368,3351,6,0,0,17,14,5,9,7339,141,1211,28,51.0,8719.0,3114387.827,2.0
3628,Penacova,2022,6.0,5342,3377,4,0,0,22,18,7,8,7337,141,1213,28,59.0,8719.0,3056804.15,2.0
3629,Penacova,2022,7.0,5272,3458,2,0,0,12,9,4,6,7340,141,1218,31,33.0,8730.0,3301238.525,2.0
3630,Penacova,2022,8.0,5210,3518,5,0,0,22,19,3,5,7344,141,1214,29,54.0,8728.0,3347543.5889999997,2.0
3631,Penacova,2022,9.0,5159,3574,1,0,0,13,13,9,2,7349,141,1213,30,38.0,8733.0,3089476.1780000003,2.0
3632,Penacova,2022,10.0,5136,3593,10,0,0,13,14,7,3,7350,141,1211,27,47.0,8729.0,3162895.5640000002,2.0
3633,Penacova,2022,11.0,5167,3569,63,0,0,12,8,11,0,7356,141,1212,27,94.0,8736.0,3001470.86,2.0
3634,Penacova,2022,12.0,5081,3654,49,0,3,13,10,14,7,7358,141,1210,26,96.0,8735.0,2926389.284,2.0
3636,Penacova,2023,2.0,5022,3724,39,0,0,13,10,8,4,7364,141,1216,25,74.0,8746.0,2857489.622,2.0
3637,Penacova,2023,3.0,4942,3801,74,0,2,13,12,4,6,7361,141,1216,25,111.0,8743.0,3105977.192,2.0
3638,Penacova,2023,4.0,4901,3841,70,0,0,16,13,6,3,7361,141,1215,25,108.0,8742.0,2374298.736,2.0
3640,Penacova,2023,6.0,4811,3932,14,0,0,15,19,7,9,7362,141,1214,26,64.0,8743.0,2559822.7019999996,2.0
3641,Penacova,2023,7.0,4650,4112,2,0,0,31,17,12,13,7375,141,1218,28,75.0,8762.0,2737195.083,2.0
3642,Penacova,2023,8.0,4603,4162,3,0,3,32,23,16,8,7380,141,1220,24,85.0,8765.0,2853023.187,2.0
3643,Penacova,2023,9.0,4553,4214,5,0,1,17,17,12,10,7380,141,1220,26,62.0,8767.0,2698382.136,2.0
3644,Penacova,2023,10.0,4369,4402,8,0,0,28,19,15,9,7385,141,1223,22,79.0,8771.0,2804629.27,2.0
3645,Penacova,2023,11.0,4205,4570,0,0,1,37,27,7,11,7385,141,1226,23,83.0,8775.0,2931997.6629999997,2.0
3646,Penacova,2023,12.0,4055,4721,1,0,0,28,21,12,7,7384,141,1226,25,69.0,8776.0,3133877.661,2.0
3647,Penacova,2024,1.0,3787,4987,3,0,0,38,27,22,8,7383,141,1226,24,98.0,8774.0,2835152.7860000003,2.0
3648,Penacova,2024,2.0,3306,5460,3,0,1,21,16,7,5,7375,143,1226,22,53.0,8766.0,870328.2139999999,0.0
3673,Penalva do Castelo,2022,3.0,4142,1753,1,0,0,0,0,2,0,4622,110,1133,30,3.0,5895.0,1314909.7449999999,1.0
3674,Penalva do Castelo,2022,4.0,4141,1752,3,0,0,4,4,8,1,4621,110,1133,29,20.0,5893.0,1235032.732,1.0
3675,Penalva do Castelo,2022,5.0,4032,1865,0,0,0,3,3,3,3,4622,110,1136,29,12.0,5897.0,1269155.5929999999,1.0
3676,Penalva do Castelo,2022,6.0,4049,1847,0,0,0,8,5,1,0,4621,110,1135,30,14.0,5896.0,1243296.33,1.0
3677,Penalva do Castelo,2022,7.0,3877,2029,2,0,0,7,7,6,0,4628,110,1137,31,22.0,5906.0,1367041.301,1.0
3678,Penalva do Castelo,2022,8.0,3838,2085,0,0,0,14,14,4,2,4642,111,1138,32,34.0,5923.0,1357724.2780000002,1.0
3679,Penalva do Castelo,2022,9.0,3802,2120,0,0,0,8,3,5,3,4640,111,1137,34,19.0,5922.0,1280004.145,1.0
3680,Penalva do Castelo,2022,10.0,3645,2283,2,0,0,5,8,5,3,4646,111,1137,34,23.0,5928.0,1311195.574,1.0
3681,Penalva do Castelo,2022,11.0,3807,2122,24,0,0,13,13,11,0,4646,111,1136,36,61.0,5929.0,1308954.376,1.0
3683,Penalva do Castelo,2023,1.0,3510,2418,48,0,2,14,10,4,2,4643,111,1137,37,80.0,5928.0,1442753.3569999998,1.0
3684,Penalva do Castelo,2023,2.0,3513,2410,53,0,0,9,9,11,0,4639,111,1138,35,82.0,5923.0,1275770.526,1.0
3685,Penalva do Castelo,2023,3.0,3365,2560,47,0,1,6,5,8,1,4640,111,1141,33,68.0,5925.0,1304463.487,1.0
3688,Penalva do Castelo,2023,6.0,2866,3072,41,0,0,12,14,7,5,4646,111,1150,31,79.0,5938.0,1210550.263,1.0
3689,Penalva do Castelo,2023,7.0,2650,3306,3,0,1,11,10,18,5,4660,111,1153,32,48.0,5956.0,1345965.967,1.0
3690,Penalva do Castelo,2023,8.0,2629,3331,3,0,2,14,10,13,9,4664,111,1154,31,51.0,5960.0,1418295.322,1.0
3691,Penalva do Castelo,2023,9.0,2421,3541,2,0,0,14,11,11,3,4667,111,1156,28,41.0,5962.0,1313147.365,1.0
3692,Penalva do Castelo,2023,10.0,2262,3704,6,0,0,23,23,13,7,4667,111,1159,29,72.0,5966.0,1350937.46,1.0
3693,Penalva do Castelo,2023,11.0,1720,4242,2,0,0,24,16,12,5,4660,111,1162,29,59.0,5962.0,1383123.254,1.0
3694,Penalva do Castelo,2023,12.0,560,5410,1,0,0,10,9,14,9,4668,111,1164,27,43.0,5970.0,1570546.632,1.0
3695,Penalva do Castelo,2024,1.0,532,5436,2,0,6,31,22,27,4,4668,112,1160,28,92.0,5968.0,1507180.842,1.0
3696,Penalva do Castelo,2024,2.0,426,5548,4,0,0,16,14,10,4,4672,112,1159,31,48.0,5974.0,520700.158,1.0
3697,Penamacor,2022,3.0,3675,2739,2,0,0,1,1,3,3,4894,118,1386,16,10.0,6414.0,1234206.084,1.0
3698,Penamacor,2022,4.0,3660,2752,1,0,0,12,10,11,8,4891,118,1387,16,42.0,6412.0,1089105.093,1.0
3699,Penamacor,2022,5.0,3541,2850,0,0,0,17,11,11,9,4869,118,1387,17,48.0,6391.0,1105290.762,1.0
3700,Penamacor,2022,6.0,3540,2849,2,0,0,19,16,9,5,4867,118,1388,16,51.0,6389.0,1090073.086,1.0
3701,Penamacor,2022,7.0,3402,2991,1,0,0,16,13,4,5,4868,118,1389,18,39.0,6393.0,1359012.829,1.0
3702,Penamacor,2022,8.0,3364,3040,0,0,0,17,14,9,6,4878,118,1390,18,46.0,6404.0,1373287.268,1.0
3703,Penamacor,2022,9.0,3345,3058,1,0,0,10,9,8,7,4878,118,1391,16,35.0,6403.0,1168228.471,1.0
3704,Penamacor,2022,10.0,3265,3138,6,0,0,14,12,4,8,4876,118,1393,16,44.0,6403.0,1152908.526,1.0
3705,Penamacor,2022,11.0,3218,3189,43,0,0,13,11,9,3,4877,118,1394,18,79.0,6407.0,1207151.293,1.0
3708,Penamacor,2023,2.0,2926,3469,66,0,2,21,16,13,5,4872,118,1391,14,123.0,6395.0,1182537.0690000001,1.0
3710,Penamacor,2023,4.0,2572,3821,79,1,0,27,13,10,4,4867,118,1394,14,134.0,6393.0,1010356.2409999999,1.0
3712,Penamacor,2023,6.0,2387,4025,24,0,0,18,15,13,5,4878,118,1399,17,75.0,6412.0,1082934.206,1.0
3713,Penamacor,2023,7.0,2233,4187,0,0,0,21,22,13,11,4885,118,1400,17,67.0,6420.0,1222955.6099999999,1.0
3714,Penamacor,2023,8.0,2190,4234,2,0,4,37,25,11,8,4883,118,1404,19,87.0,6424.0,1296165.455,1.0
3715,Penamacor,2023,9.0,2012,4403,5,0,0,21,24,11,3,4874,118,1406,17,64.0,6415.0,1117158.318,1.0
3716,Penamacor,2023,10.0,1911,4502,4,0,0,19,16,11,12,4874,118,1406,15,62.0,6413.0,1179751.776,1.0
3717,Penamacor,2023,11.0,1798,4613,1,0,0,21,17,12,8,4869,118,1405,19,59.0,6411.0,1249456.9579999999,1.0
3718,Penamacor,2023,12.0,1681,4725,0,0,0,22,15,11,4,4863,118,1403,22,52.0,6406.0,1532821.883,1.0
3719,Penamacor,2024,1.0,1351,5053,1,0,0,30,24,24,8,4865,118,1404,17,87.0,6404.0,1448796.139,1.0
3720,Penamacor,2024,2.0,1039,5361,0,0,1,15,12,5,3,4858,118,1406,18,36.0,6400.0,389164.263,1.0
3721,Penedono,2022,3.0,1788,1004,0,0,0,2,1,1,0,2325,54,405,8,4.0,2792.0,556230.921,1.0
3722,Penedono,2022,4.0,1836,953,0,0,0,0,0,1,1,2320,54,407,8,2.0,2789.0,504956.23199999996,1.0
3723,Penedono,2022,5.0,1737,1047,0,0,0,9,4,2,1,2314,54,407,9,16.0,2784.0,485561.873,1.0
3724,Penedono,2022,6.0,1693,1097,0,0,0,1,5,5,4,2317,54,407,12,15.0,2790.0,460552.70399999997,1.0
3725,Penedono,2022,7.0,1664,1125,0,0,0,4,4,5,0,2320,54,407,8,13.0,2789.0,544181.673,1.0
3726,Penedono,2022,8.0,1642,1145,0,0,0,3,2,4,3,2316,54,408,9,12.0,2787.0,525952.261,1.0
3727,Penedono,2022,9.0,1658,1130,0,0,0,7,6,0,1,2317,54,408,9,14.0,2788.0,486351.764,1.0
3728,Penedono,2022,10.0,1678,1116,0,0,0,2,1,2,4,2319,54,412,9,9.0,2794.0,521673.994,1.0
3729,Penedono,2022,11.0,1659,1132,16,0,0,0,0,4,3,2316,54,413,8,23.0,2791.0,548977.054,1.0
3730,Penedono,2022,12.0,1715,1076,12,0,0,6,6,6,0,2316,54,412,9,30.0,2791.0,592707.254,1.0
3731,Penedono,2023,1.0,1645,1151,78,0,0,7,5,5,1,2321,54,413,8,96.0,2796.0,602330.789,1.0
3732,Penedono,2023,2.0,1600,1200,30,0,1,3,2,4,3,2324,54,415,7,43.0,2800.0,540842.88,1.0
3733,Penedono,2023,3.0,1498,1301,35,0,1,6,3,1,6,2323,54,415,7,52.0,2799.0,550513.1510000001,1.0
3734,Penedono,2023,4.0,1396,1403,10,0,0,6,4,1,4,2323,54,415,7,25.0,2799.0,479003.079,1.0
3736,Penedono,2023,6.0,1250,1554,15,0,0,11,7,8,3,2322,54,417,11,44.0,2804.0,451559.988,1.0
3737,Penedono,2023,7.0,1192,1620,2,0,0,11,6,4,5,2327,54,421,10,28.0,2812.0,504662.24,1.0
3738,Penedono,2023,8.0,1154,1659,0,0,1,7,8,9,5,2327,54,421,11,30.0,2813.0,523855.772,1.0
3739,Penedono,2023,9.0,1080,1731,0,0,0,5,3,2,3,2328,54,421,8,13.0,2811.0,461988.625,1.0
3740,Penedono,2023,10.0,913,1894,0,0,0,8,6,11,2,2325,54,420,8,27.0,2807.0,518946.458,1.0
3741,Penedono,2023,11.0,796,2014,1,0,0,14,12,4,3,2324,56,421,9,34.0,2810.0,573193.42,1.0
3742,Penedono,2023,12.0,701,2111,0,0,0,12,9,13,3,2321,56,426,9,37.0,2812.0,646064.485,1.0
3743,Penedono,2024,1.0,671,2141,2,0,0,13,9,11,5,2320,56,428,8,40.0,2812.0,625643.572,1.0
3744,Penedono,2024,2.0,578,2230,1,0,0,7,7,4,0,2317,57,427,7,19.0,2808.0,208844.428,1.0
3745,Penela,2022,3.0,2484,1571,0,0,0,5,1,2,4,3316,83,638,18,12.0,4055.0,1689549.9419999998,1.0
3746,Penela,2022,4.0,2423,1631,4,0,0,5,6,3,4,3315,83,638,18,22.0,4054.0,1519263.646,1.0
3747,Penela,2022,5.0,2303,1743,1,0,0,9,4,1,3,3308,83,638,17,18.0,4046.0,1445598.591,1.0
3748,Penela,2022,6.0,2234,1811,1,0,0,10,11,8,2,3307,83,638,17,32.0,4045.0,1355822.459,1.0
3749,Penela,2022,7.0,2116,1933,0,0,0,12,10,5,5,3313,83,636,17,32.0,4049.0,1456777.7719999999,1.0
3750,Penela,2022,8.0,2095,1956,0,0,0,16,10,13,7,3314,83,637,17,46.0,4051.0,1419539.2570000002,1.0
3751,Penela,2022,9.0,2059,2011,0,0,0,8,7,7,3,3319,83,637,31,25.0,4070.0,1404209.494,1.0
3752,Penela,2022,10.0,1967,2088,8,0,0,10,10,8,2,3320,83,636,16,38.0,4055.0,1530065.671,1.0
3753,Penela,2022,11.0,2079,1972,58,0,0,11,9,10,3,3315,83,637,16,91.0,4051.0,1593314.421,1.0
3756,Penela,2023,2.0,1881,2165,33,0,1,16,12,8,8,3310,83,640,13,78.0,4046.0,1600548.667,1.0
3757,Penela,2023,3.0,1563,2483,62,0,0,23,20,10,4,3308,83,641,14,119.0,4046.0,1610040.7719999999,1.0
3760,Penela,2023,6.0,1176,2893,6,0,0,19,19,12,14,3322,83,645,19,70.0,4069.0,1387460.622,1.0
3761,Penela,2023,7.0,964,3103,5,0,0,26,16,9,10,3321,83,645,18,66.0,4067.0,1474730.668,1.0
3762,Penela,2023,8.0,800,3276,3,0,3,15,18,11,10,3329,83,644,20,60.0,4076.0,1462460.112,1.0
3763,Penela,2023,9.0,653,3437,5,0,1,21,19,10,8,3329,83,643,35,64.0,4090.0,1440538.848,1.0
3764,Penela,2023,10.0,658,3418,7,0,0,28,13,11,11,3329,83,647,17,70.0,4076.0,1597367.3930000002,1.0
3765,Penela,2023,11.0,633,3446,3,0,0,33,31,9,9,3324,83,651,21,85.0,4079.0,1711456.471,1.0
3766,Penela,2023,12.0,457,3628,1,0,0,20,13,19,6,3327,83,654,21,59.0,4085.0,1879973.5080000001,1.0
3767,Penela,2024,1.0,385,3702,2,0,0,36,22,16,6,3333,83,654,17,82.0,4087.0,1864894.0750000002,1.0
3768,Penela,2024,2.0,370,3704,1,0,0,18,14,8,2,3324,83,650,17,43.0,4074.0,666034.377,1.0
3793,Peso da Régua,2022,3.0,3115,7171,1,0,0,36,22,9,10,8100,96,2044,46,78.0,10286.0,3247866.7339999997,0.0
3795,Peso da Régua,2022,5.0,2968,7307,4,0,0,76,59,19,19,8085,97,2049,44,177.0,10275.0,2997394.055,0.0
3797,Peso da Régua,2022,7.0,2898,7409,1,0,0,82,56,15,16,8083,97,2055,72,170.0,10307.0,3598585.313,0.0
3799,Peso da Régua,2022,9.0,2923,7350,4,0,0,66,53,27,21,8078,97,2056,42,171.0,10273.0,3173187.16,0.0
3800,Peso da Régua,2022,10.0,2951,7314,11,0,0,56,45,30,25,8073,97,2054,41,167.0,10265.0,3135461.549,0.0
3802,Peso da Régua,2022,12.0,2834,7433,70,0,3,80,68,25,22,8070,97,2053,47,268.0,10267.0,3429521.342,0.0
3810,Peso da Régua,2023,8.0,2032,8306,2,0,10,88,67,34,19,8136,96,2065,41,220.0,10338.0,3509801.395,0.0
3811,Peso da Régua,2023,9.0,1908,8434,1,0,0,82,60,27,21,8133,96,2070,43,191.0,10342.0,3115609.887,0.0
3814,Peso da Régua,2023,12.0,1629,8700,1,0,0,65,52,20,11,8118,96,2069,46,149.0,10329.0,3945670.236,0.0
3815,Peso da Régua,2024,1.0,1657,8665,2,0,0,110,69,34,23,8119,96,2069,38,238.0,10322.0,3839121.448,0.0
3816,Peso da Régua,2024,2.0,1400,8925,3,0,0,57,28,20,5,8120,96,2070,39,113.0,10325.0,1237163.552,0.0
3817,Pinhel,2022,3.0,4610,3732,5,0,0,10,5,7,3,6624,156,1546,16,30.0,8342.0,1903944.788,2.0
3818,Pinhel,2022,4.0,4558,3771,6,0,0,21,21,12,7,6611,156,1546,16,67.0,8329.0,1692166.824,2.0
3819,Pinhel,2022,5.0,4509,3815,4,0,0,25,20,8,11,6605,156,1547,16,68.0,8324.0,1642339.209,2.0
3820,Pinhel,2022,6.0,4566,3758,0,0,0,22,19,6,6,6603,156,1549,16,53.0,8324.0,1617130.7820000001,2.0
3821,Pinhel,2022,7.0,4489,3843,1,0,0,19,16,17,7,6607,156,1551,18,60.0,8332.0,1754637.062,2.0
3822,Pinhel,2022,8.0,4455,3874,1,0,0,44,30,8,13,6606,156,1551,16,96.0,8329.0,1775124.017,2.0
3823,Pinhel,2022,9.0,4435,3889,1,0,0,11,14,6,8,6597,156,1553,18,40.0,8324.0,1695817.0699999998,2.0
3824,Pinhel,2022,10.0,4396,3929,2,1,0,18,16,7,3,6594,156,1559,16,47.0,8325.0,1775616.1909999999,2.0
3825,Pinhel,2022,11.0,4361,3958,39,0,0,12,10,15,10,6588,156,1559,16,86.0,8319.0,1824166.797,2.0
3826,Pinhel,2022,12.0,4277,4042,58,0,1,17,15,14,5,6589,156,1558,16,110.0,8319.0,2053228.8630000001,2.0
3827,Pinhel,2023,1.0,4291,4023,70,0,1,20,16,32,7,6584,156,1558,16,146.0,8314.0,2110817.352,2.0
3829,Pinhel,2023,3.0,3886,4426,55,0,0,18,19,15,7,6579,156,1561,16,114.0,8312.0,1786635.318,2.0
3831,Pinhel,2023,5.0,3783,4529,66,0,0,31,27,8,12,6579,156,1561,16,144.0,8312.0,1537649.952,2.0
3832,Pinhel,2023,6.0,3602,4737,71,0,0,25,21,20,4,6597,156,1570,16,141.0,8339.0,1520472.978,2.0
3833,Pinhel,2023,7.0,3364,4984,3,0,0,22,26,11,12,6601,157,1573,17,74.0,8348.0,1709511.822,2.0
3834,Pinhel,2023,8.0,3564,4791,1,0,4,22,20,13,8,6607,157,1576,15,68.0,8355.0,1812740.006,2.0
3835,Pinhel,2023,9.0,3354,5007,5,0,0,29,19,18,5,6610,157,1579,15,76.0,8361.0,1724202.395,2.0
3836,Pinhel,2023,10.0,3223,5143,7,0,0,27,25,15,14,6611,157,1584,14,88.0,8366.0,1880990.7619999999,2.0
3837,Pinhel,2023,11.0,3171,5204,1,0,0,33,31,14,9,6620,159,1583,13,88.0,8375.0,1947770.3909999998,0.0
3838,Pinhel,2023,12.0,3014,5354,0,0,0,26,20,36,7,6616,159,1581,12,89.0,8368.0,2285736.624,0.0
3839,Pinhel,2024,1.0,2779,5593,0,0,0,33,24,24,7,6620,159,1581,12,88.0,8372.0,2161163.175,0.0
3840,Pinhel,2024,2.0,2413,5959,1,0,0,19,15,11,0,6618,159,1583,12,46.0,8372.0,811120.6329999999,0.0
3865,Ponte da Barca,2022,3.0,5755,3466,1,0,0,7,6,6,3,7622,116,1429,54,23.0,9221.0,2156467.52,2.0
3866,Ponte da Barca,2022,4.0,5704,3507,0,0,0,16,19,16,5,7615,116,1426,54,56.0,9211.0,1941871.7480000001,2.0
3867,Ponte da Barca,2022,5.0,5685,3526,0,0,0,20,16,8,8,7614,116,1430,51,52.0,9211.0,1951049.268,2.0
3868,Ponte da Barca,2022,6.0,5711,3509,1,0,0,24,14,11,13,7622,116,1433,49,63.0,9220.0,1941819.674,2.0
3869,Ponte da Barca,2022,7.0,5689,3552,0,0,0,34,33,14,7,7636,116,1435,54,88.0,9241.0,2167160.388,2.0
3870,Ponte da Barca,2022,8.0,5672,3574,0,0,0,37,27,13,11,7644,116,1434,52,88.0,9246.0,2233124.564,2.0
3871,Ponte da Barca,2022,9.0,5642,3612,0,0,0,22,20,7,8,7648,116,1435,55,57.0,9254.0,2043026.101,2.0
3872,Ponte da Barca,2022,10.0,5407,3850,4,0,0,21,19,19,1,7655,116,1431,55,64.0,9257.0,2111493.984,2.0
3876,Ponte da Barca,2023,2.0,4453,4825,54,0,3,30,27,14,5,7669,116,1436,57,133.0,9278.0,2231861.184,2.0
3877,Ponte da Barca,2023,3.0,3977,5304,57,0,0,37,28,24,2,7674,116,1434,57,148.0,9281.0,2264300.458,2.0
3880,Ponte da Barca,2023,6.0,3321,5983,14,0,0,41,37,17,21,7688,116,1442,58,130.0,9304.0,1995641.944,0.0
3881,Ponte da Barca,2023,7.0,3154,6152,0,0,0,43,37,21,16,7693,116,1439,58,117.0,9306.0,2187061.292,0.0
3882,Ponte da Barca,2023,8.0,3083,6229,4,0,7,42,33,18,10,7701,116,1441,54,114.0,9312.0,2333518.576,0.0
3883,Ponte da Barca,2023,9.0,2906,6410,4,0,1,37,27,15,9,7704,116,1441,55,93.0,9316.0,2079331.4949999999,0.0
3884,Ponte da Barca,2023,10.0,2990,6329,6,0,0,53,39,15,12,7701,116,1446,56,125.0,9319.0,2159322.411,0.0
3885,Ponte da Barca,2023,11.0,2798,6530,3,0,0,48,38,19,14,7701,116,1451,60,122.0,9328.0,2298362.444,0.0
3886,Ponte da Barca,2023,12.0,2680,6647,1,0,0,33,21,31,5,7708,116,1447,56,91.0,9327.0,2708796.37,0.0
3887,Ponte da Barca,2024,1.0,2937,6394,1,0,0,44,37,22,9,7709,116,1455,51,113.0,9331.0,2687792.34,0.0
