,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,cluster,ano,concelho
2108,243,4254,1,0,0,35,19,12,6,3604,41,841,11,1,2024,Redondo
2109,253,4244,4,0,0,50,44,17,12,3608,41,838,10,1,2024,Redondo
2110,2131,4951,1,0,0,32,27,9,10,5666,67,1308,41,0,2022,Reguengos de Monsaraz
2111,2135,4953,1,0,0,66,60,30,23,5675,67,1307,39,0,2022,Reguengos de Monsaraz
2112,2063,5070,5,0,0,81,70,17,16,5702,67,1326,38,0,2022,Reguengos de Monsaraz
2113,2166,4984,65,0,0,60,54,18,15,5724,67,1325,34,0,2022,Reguengos de Monsaraz
2114,1542,5713,4,0,0,70,53,21,18,5804,67,1352,32,0,2023,Reguengos de Monsaraz
2115,1412,5840,4,0,0,89,70,21,16,5803,68,1347,34,0,2023,Reguengos de Monsaraz
2116,980,6285,0,0,1,73,55,40,17,5810,68,1349,38,0,2023,Reguengos de Monsaraz
2117,980,6287,0,0,1,98,63,36,23,5816,68,1353,30,0,2024,Reguengos de Monsaraz
2118,870,6391,0,0,0,48,43,16,6,5815,68,1350,28,0,2024,Reguengos de Monsaraz
2119,782,6483,7,0,0,79,74,28,17,5822,68,1344,31,0,2024,Reguengos de Monsaraz
2120,5826,1887,0,1,0,4,3,1,0,6486,91,1111,25,2,2022,Resende
2121,5774,1941,2,0,0,7,3,0,0,6486,91,1113,25,2,2022,Resende
2122,5722,1991,0,0,0,5,4,1,2,6478,91,1117,27,2,2022,Resende
2123,5718,1990,0,0,0,5,8,0,6,6477,91,1116,24,2,2022,Resende
2124,5634,2078,0,0,0,4,2,1,3,6479,91,1120,22,2,2022,Resende
2125,5609,2113,0,0,0,7,8,1,5,6485,91,1123,23,2,2022,Resende
2126,5567,2165,0,0,0,7,5,4,4,6483,91,1124,34,2,2022,Resende
2127,5518,2207,4,0,0,5,5,7,3,6485,91,1125,24,2,2022,Resende
2128,5515,2206,35,0,0,3,4,4,2,6485,91,1120,25,2,2022,Resende
2129,5408,2322,31,0,1,12,11,4,2,6491,91,1119,29,2,2022,Resende
2130,5254,2473,35,0,0,7,4,5,6,6493,91,1116,27,2,2023,Resende
2131,5210,2519,12,0,0,14,9,2,6,6495,91,1118,25,2,2023,Resende
2132,4669,3062,74,0,0,15,9,7,8,6498,91,1118,24,2,2023,Resende
2133,4562,3188,35,0,0,17,18,7,11,6509,91,1122,28,2,2023,Resende
2134,4207,3545,2,0,0,10,12,5,7,6509,91,1126,26,2,2023,Resende
2135,4159,3598,1,0,1,21,18,4,5,6515,91,1126,25,2,2023,Resende
2136,3984,3792,3,0,0,13,11,7,10,6521,91,1128,36,2,2023,Resende
2137,3865,3895,5,0,0,25,16,8,6,6524,91,1124,21,2,2023,Resende
2138,3778,3983,1,0,0,20,21,9,4,6522,91,1124,24,2,2023,Resende
2139,3735,4021,1,0,0,15,10,10,1,6516,91,1124,25,2,2023,Resende
2140,3742,4007,0,0,0,22,16,14,10,6513,91,1127,18,2,2024,Resende
2141,3346,4395,2,0,0,9,8,6,1,6506,91,1127,17,2,2024,Resende
2142,3043,4699,1,0,2,27,14,14,3,6507,91,1128,16,2,2024,Resende
2143,2092,2903,1,3,0,5,6,5,4,4280,83,583,49,1,2022,Ribeira de Pena
2144,2133,2863,1,0,0,10,11,7,9,4280,83,585,48,1,2022,Ribeira de Pena
2145,2156,2836,3,0,0,18,9,8,5,4276,83,586,47,1,2022,Ribeira de Pena
2146,2150,2853,0,0,0,13,11,7,16,4279,83,590,51,1,2022,Ribeira de Pena
2147,2025,2983,0,0,0,17,6,3,5,4285,83,592,48,1,2022,Ribeira de Pena
2148,2005,3005,2,0,0,19,23,13,10,4290,83,593,44,1,2022,Ribeira de Pena
2149,1993,3009,4,0,0,16,7,7,2,4285,83,592,42,1,2022,Ribeira de Pena
2150,1968,3036,5,0,0,6,11,12,6,4287,83,593,41,1,2022,Ribeira de Pena
2151,1976,3026,29,0,0,12,9,11,9,4284,83,594,41,1,2022,Ribeira de Pena
2152,1941,3059,28,0,0,15,15,13,4,4284,83,594,39,1,2022,Ribeira de Pena
2153,1858,3148,23,0,3,16,10,7,3,4287,83,598,38,1,2023,Ribeira de Pena
2154,1810,3201,72,0,0,8,11,5,6,4289,83,601,38,1,2023,Ribeira de Pena
2155,1589,3436,50,1,1,11,8,10,4,4303,84,600,38,1,2023,Ribeira de Pena
2156,1550,3475,41,0,0,11,9,8,4,4303,84,600,38,1,2023,Ribeira de Pena
2157,1568,3480,0,0,0,14,14,6,5,4318,84,602,44,1,2023,Ribeira de Pena
2158,1414,3652,1,0,0,19,15,11,9,4337,84,604,41,1,2023,Ribeira de Pena
2159,1283,3786,0,0,3,19,19,16,12,4340,84,609,36,1,2023,Ribeira de Pena
2160,1317,3754,1,0,0,12,8,4,3,4343,84,610,34,1,2023,Ribeira de Pena
2161,1291,3782,2,0,0,13,12,6,5,4344,84,610,35,1,2023,Ribeira de Pena
2162,1218,3849,3,0,0,29,22,9,6,4338,84,609,36,1,2023,Ribeira de Pena
2163,1139,3923,0,0,1,12,8,13,9,4335,84,608,35,1,2023,Ribeira de Pena
2164,1110,3955,1,0,0,12,14,14,6,4335,84,609,37,1,2024,Ribeira de Pena
2165,1097,3960,2,0,0,9,6,5,2,4330,84,609,34,1,2024,Ribeira de Pena
2166,809,4252,2,0,0,17,16,6,5,4333,84,608,36,1,2024,Ribeira de Pena
2167,8064,5114,4,0,0,13,6,10,4,10244,210,2661,63,2,2022,Rio Maior
2168,7844,5344,4,0,0,21,20,19,7,10247,210,2667,64,2,2022,Rio Maior
2169,7608,5583,6,0,0,44,25,18,15,10257,210,2662,62,2,2022,Rio Maior
2170,7343,5875,3,0,0,47,29,17,4,10275,211,2668,64,2,2022,Rio Maior
2171,7300,5943,1,0,0,52,46,24,18,10290,211,2676,66,2,2022,Rio Maior
2172,7148,6105,1,0,0,50,35,26,12,10298,211,2680,64,2,2022,Rio Maior
2173,6585,6685,6,1,0,46,45,26,14,10313,211,2681,65,2,2022,Rio Maior
2174,4151,9224,4,0,0,63,45,40,16,10380,211,2723,61,0,2023,Rio Maior
2175,3375,10017,9,0,0,65,50,46,19,10389,211,2728,64,0,2023,Rio Maior
2176,3055,10347,1,0,0,62,45,41,6,10396,211,2737,58,0,2024,Rio Maior
2177,2890,10521,6,0,1,75,60,46,19,10411,211,2738,51,0,2024,Rio Maior
2178,2608,2330,0,0,0,5,6,2,2,4088,67,763,20,1,2022,Sabrosa
2179,2509,2435,1,0,0,10,6,4,6,4091,67,766,20,1,2022,Sabrosa
2180,2382,2545,1,0,0,16,19,4,5,4074,67,767,19,1,2022,Sabrosa
2181,2422,2504,2,0,0,15,10,1,7,4074,67,766,19,1,2022,Sabrosa
2182,2272,2650,4,0,0,8,11,5,8,4069,67,766,20,1,2022,Sabrosa
2183,2259,2665,1,0,0,24,18,5,6,4069,67,767,21,1,2022,Sabrosa
2184,2250,2669,1,0,0,12,12,4,4,4067,67,768,17,1,2022,Sabrosa
2185,2240,2679,3,0,0,10,7,7,7,4064,67,768,20,1,2022,Sabrosa
2186,2266,2653,12,0,0,9,8,3,2,4066,67,769,17,1,2022,Sabrosa
2187,2244,2683,29,0,2,8,9,4,0,4071,68,769,19,1,2022,Sabrosa
2188,2194,2732,41,0,7,15,7,13,3,4067,69,773,17,1,2023,Sabrosa
2189,2141,2789,25,0,0,14,10,4,2,4069,69,774,18,1,2023,Sabrosa
2190,2007,2924,57,0,2,16,11,12,8,4071,69,773,18,1,2023,Sabrosa
2191,1811,3122,37,0,0,15,11,3,6,4070,69,775,19,1,2023,Sabrosa
2192,1665,3276,1,0,0,15,11,6,6,4072,69,777,23,1,2023,Sabrosa
2193,1642,3299,4,0,0,20,15,6,4,4075,70,777,19,1,2023,Sabrosa
2194,1561,3388,0,0,0,16,11,4,11,4078,70,784,17,1,2023,Sabrosa
2195,1499,3464,3,0,0,11,11,7,6,4085,71,788,19,1,2023,Sabrosa
2196,1366,3591,2,0,0,21,16,15,2,4083,71,784,19,1,2023,Sabrosa
2197,1308,3648,0,0,0,8,4,7,3,4084,71,783,18,1,2023,Sabrosa
2198,1295,3665,2,0,0,19,8,6,3,4088,71,785,16,1,2024,Sabrosa
2199,1182,3778,1,0,0,6,6,7,4,4089,71,783,17,1,2024,Sabrosa
2200,1040,3921,2,0,0,15,11,6,5,4091,71,780,19,1,2024,Sabrosa
2201,9825,5146,3,0,0,10,11,5,15,12620,242,2086,23,2,2022,Sabugal
2202,9619,5269,8,0,0,11,16,13,12,12550,242,2079,17,2,2022,Sabugal
2203,9519,5342,2,0,0,37,23,14,6,12520,242,2078,21,2,2022,Sabugal
2204,9036,5842,0,0,0,16,20,20,7,12528,242,2087,21,2,2022,Sabugal
2205,8879,6011,4,0,0,28,26,27,8,12535,242,2092,21,2,2022,Sabugal
2206,8817,6054,1,1,0,11,9,14,7,12522,242,2090,17,2,2022,Sabugal
2207,8592,6267,5,0,0,26,16,18,4,12511,242,2089,17,2,2022,Sabugal
2208,6927,7903,7,0,0,32,27,15,11,12479,243,2090,18,2,2023,Sabugal
2209,6412,8431,5,1,0,27,21,39,14,12489,243,2092,19,2,2023,Sabugal
2210,6328,8525,6,0,5,32,23,33,15,12497,243,2096,17,2,2023,Sabugal
2211,6094,8757,2,0,1,31,20,32,20,12497,243,2099,12,2,2023,Sabugal
2212,5911,8938,8,0,0,31,30,32,19,12497,243,2099,10,0,2023,Sabugal
2213,5907,8947,2,0,0,40,26,31,14,12501,243,2099,11,0,2023,Sabugal
2214,5793,9051,1,0,1,28,17,31,11,12493,243,2095,13,0,2023,Sabugal
2215,5607,9244,2,0,0,45,28,32,21,12502,243,2095,11,0,2024,Sabugal
2216,5068,9762,0,0,0,16,11,18,6,12486,243,2090,11,0,2024,Sabugal
2217,4679,10162,6,0,0,25,14,26,10,12493,243,2092,13,0,2024,Sabugal
2218,7453,5277,3,0,0,19,15,8,9,9765,215,2692,58,2,2022,Salvaterra de Magos
2219,7121,5654,17,0,0,61,43,21,26,9784,215,2715,61,2,2022,Salvaterra de Magos
2220,7301,5492,8,0,0,56,54,23,22,9797,216,2723,57,2,2022,Salvaterra de Magos
2221,6903,5934,5,0,0,72,65,29,23,9831,216,2734,56,2,2022,Salvaterra de Magos
2222,6737,6103,6,0,0,53,56,30,16,9844,216,2727,53,2,2022,Salvaterra de Magos
